Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Nr. clienți
Staer 9,bulevardul voluntari,voluntari–pipera,—,ilfov,1
Staer 9,bulevardul vrancei,voluntari–pipera,—,ilfov,1
Staer 9,bulevardul x obregia,sector 4,sector 4,bucurești,2
Staer 9,bulevardul x serbanescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,bulevardul x serbanescu,sector 1,sector 1,bucurești,1
Staer 9,burdujeni,sector 3,sector 3,bucurești,2
Staer 9,burebista,cernica,—,ilfov,1
Staer 9,burla vasile,sector 6,sector 6,bucurești,1
Staer 9,burlacului,corbeanca,—,ilfov,1
Staer 9,burlusi,sector 3,sector 3,bucurești,1
Staer 9,burnitei,sector 3,sector 3,bucurești,2
Staer 9,bursucani,sector 6,sector 6,bucurești,1
Staer 9,busteni,pantelimon,—,ilfov,1
Staer 9,buturugilor,sector 5,sector 5,bucurești,3
Staer 9,bv.timisoara,sector 6,sector 6,bucurești,2
Staer 9,bvd ceahlau,sector 6,sector 6,bucurești,1
Staer 9,bvd decebal,sector 3,sector 3,bucurești,1
Staer 9,bvd iuliu maniu,sector 6,sector 6,bucurești,1
Staer 9,bvd timisoara,sector 6,sector 6,bucurești,1
Staer 9,c-tin titel petrescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,ca rosetti,sector 1,sector 1,bucurești,1
Staer 9,cactusului,bragadiru,—,ilfov,2
Staer 9,caimatei,sector 2,sector 2,bucurești,1
Staer 9,caisului,corbeanca,—,ilfov,1
Staer 9,caisului,dobroești,—,ilfov,1
Staer 9,caisului,sector 2,sector 2,bucurești,1
Staer 9,calea 13 sept,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,calea 13 sept,sector 5,sector 5,bucurești,2
Staer 9,calea 13 septembrie,bucurești neatribuit,bucurești neatribuit,bucurești,5
Staer 9,calea 13 septembrie,sector 5,sector 5,bucurești,18
Staer 9,calea 13 septembrie,sector 6,sector 6,bucurești,1
Staer 9,calea apeductului,sector 6,sector 6,bucurești,9
Staer 9,calea bucuresti,balotești,—,ilfov,2
Staer 9,calea bucuresti,bucurești neatribuit,bucurești neatribuit,bucurești,4
Staer 9,calea bucuresti,sector 4,sector 4,bucurești,1
Staer 9,calea bucuresti,sector 6,sector 6,bucurești,2
Staer 9,calea ea bucuresti,balostesti,—,ilfov,1
Staer 9,calea ea bucuresti,ciolpani,—,ilfov,1
Staer 9,calea ea bucuresti,ciorogârla,—,ilfov,1
Staer 9,calea ea bucuresti,otopeni,—,ilfov,1
Staer 9,calea ea bucuresti,plataresti,—,ilfov,1
Staer 9,calea ea bucuresti,săftica,—,ilfov,2
Staer 9,calea ea bucurestilor,otopeni,—,ilfov,8
Staer 9,calea ea crângași,sector 6,sector 6,bucurești,35
Staer 9,calea ea călărași,sector 3,sector 3,bucurești,13
Staer 9,calea ea dorobanti,sector 1,sector 1,bucurești,3
Staer 9,calea ea dorobantilor,sector 1,sector 1,bucurești,1
Staer 9,calea ea dudesti,sector 3,sector 3,bucurești,2
Staer 9,calea ea ferentari,sector 5,sector 5,bucurești,31
Staer 9,calea ea giulesti,bucurești neatribuit,bucurești neatribuit,bucurești,11
Staer 9,calea ea giulesti,sector 6,sector 6,bucurești,33
Staer 9,calea ea griviței,bucurești neatribuit,bucurești neatribuit,bucurești,6
Staer 9,calea ea griviței,sector 1,sector 1,bucurești,22
Staer 9,calea ea griviței,sector 6,sector 6,bucurești,2
Staer 9,calea ea mosilor,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,calea ea mosilor,sector 2,sector 2,bucurești,8
Staer 9,calea ea plevnei,bucurești neatribuit,bucurești neatribuit,bucurești,7
Staer 9,calea ea plevnei,sector 1,sector 1,bucurești,2
Staer 9,calea ea plevnei,sector 6,sector 6,bucurești,2
Staer 9,calea ea rahova,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,calea ea rahovei,sector 5,sector 5,bucurești,43
Staer 9,calea ea victoriei,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 9,calea ea victoriei,sector 1,sector 1,bucurești,2
Staer 9,calea ea victoriei,sector 3,sector 3,bucurești,1
Staer 9,calea ea vitan,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,calea ea vitan,sector 3,sector 3,bucurești,6
Staer 9,calea floreasca,sector 1,sector 1,bucurești,3
Staer 9,calea grivetei,sector 1,sector 1,bucurești,1
Staer 9,calea mihai bravu,sector 3,sector 3,bucurești,1
Staer 9,calea sebastian,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 9,calea sebastian,sector 5,sector 5,bucurești,2
Staer 9,calea serban voda,bucurești neatribuit,bucurești neatribuit,bucurești,4
Staer 9,calea serban voda,sector 1,sector 1,bucurești,1
Staer 9,calea serban voda,sector 4,sector 4,bucurești,4
Staer 9,calea văcărești,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,calea văcărești,sector 3,sector 3,bucurești,1
Staer 9,calea văcărești,sector 4,sector 4,bucurești,12
Staer 9,cameliei,balotești,—,ilfov,1
Staer 9,cameliei,dragomirești,—,ilfov,1
Staer 9,cameliilor,ștefăneștii de jos,—,ilfov,1
Staer 9,camil tessu,sector 3,sector 3,bucurești,1
Staer 9,campia burnas,sector 5,sector 5,bucurești,2
Staer 9,campia libertatii,bragadiru,—,ilfov,2
Staer 9,campineanca,sector 3,sector 3,bucurești,2
Staer 9,campinita,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,campinita,sector 1,sector 1,bucurești,1
Staer 9,campul cu maci,măgurele,—,ilfov,1
Staer 9,campul pipera,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,campul pipera,sector 1,sector 1,bucurești,1
Staer 9,campul pipera,voluntari–pipera,—,ilfov,2
Staer 9,campului,berceni (ilfov),—,ilfov,6
Staer 9,campului,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,campului,chiajna–roșu–dudu,—,ilfov,1
Staer 9,campului,corbeanca,—,ilfov,2
Staer 9,campului,mogoșoaia,—,ilfov,1
Staer 9,campului,popești-leordeni,—,ilfov,1
Staer 9,campului,tunari,—,ilfov,1
Staer 9,candiano popescu,sector 4,sector 4,bucurești,1
Staer 9,cantonului,corbeanca,—,ilfov,2
Staer 9,cap aviator nicolae drossu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cap aviator vasile serbanescu,sector 1,sector 1,bucurești,1
Staer 9,cap const merisescu,sector 2,sector 2,bucurești,1
Staer 9,cap const vasilescu,sector 4,sector 4,bucurești,1
Staer 9,cap cristea raducanu,sector 5,sector 5,bucurești,1
Staer 9,cap eftimie z croitoru,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cap ghe ion,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cap gheorghe ion,sector 4,sector 4,bucurești,1
Staer 9,cap grigore marin,sector 4,sector 4,bucurești,1
Staer 9,cap grigoreanu petre,sector 5,sector 5,bucurești,1
Staer 9,cap ilina,bucurești neatribuit,bucurești neatribuit,bucurești,4
Staer 9,cap ilina,sector 5,sector 5,bucurești,1
Staer 9,cap ion agapia,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cap ion agapie,sector 5,sector 5,bucurești,1
Staer 9,cap ion burlacu,sector 5,sector 5,bucurești,1
Staer 9,cap ivan anghelache,sector 5,sector 5,bucurești,5
Staer 9,cap ivan anghelescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cap preda,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cap. petre ispir,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,capalna,sector 1,sector 1,bucurești,1
Staer 9,capit nedelcu ilie,sector 5,sector 5,bucurești,1
Staer 9,capitan alexandru serbanescu,sector 1,sector 1,bucurești,1
Staer 9,capitan ctin merisescu,sector 2,sector 2,bucurești,1
Staer 9,capitan ion garbea,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,caporal anghelache ivan,sector 5,sector 5,bucurești,1
Staer 9,caporal eftimie z.croitoru,sector 6,sector 6,bucurești,2
Staer 9,caporal gheroghe ion,sector 4,sector 4,bucurești,1
Staer 9,caporal grigore marin,sector 4,sector 4,bucurești,1
Staer 9,caporal ilina,sector 5,sector 5,bucurești,4
Staer 9,caporal ivan anghelache,sector 5,sector 5,bucurești,3
Staer 9,caporal misca petre,sector 5,sector 5,bucurești,6
Staer 9,caporal petre misca,sector 5,sector 5,bucurești,1
Staer 9,caporalului,bragadiru,—,ilfov,4
Staer 9,caporalului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,caporam ivan aghelache,sector 5,sector 5,bucurești,1
Staer 9,capral eftimie z croitoru,sector 6,sector 6,bucurești,1
Staer 9,caprioarei,pantelimon,—,ilfov,1
Staer 9,cara anghel,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cara anghel,sector 6,sector 6,bucurești,2
Staer 9,carabusului,sector 6,sector 6,bucurești,1
Staer 9,caracal,ștefăneștii de jos,—,ilfov,1
Staer 9,cararuia,domnești,—,ilfov,2
Staer 9,carciumareselor,chiajna–roșu–dudu,—,ilfov,2
Staer 9,carei,sector 2,sector 2,bucurești,1
Staer 9,carol davila,sector 5,sector 5,bucurești,3
Staer 9,carpati,otopeni,—,ilfov,1
Staer 9,carpati,sector 1,sector 1,bucurești,4
Staer 9,carpatilor],otopeni,—,ilfov,1
Staer 9,carpenului,periș,—,ilfov,1
Staer 9,cartier 21 garden,pantelimon,—,ilfov,1
Staer 9,cartojan,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cartonari,ciorogârla,—,ilfov,1
Staer 9,carul mic,sector 5,sector 5,bucurești,1
Staer 9,carului,sector 1,sector 1,bucurești,1
Staer 9,castanilor,chitila,—,ilfov,1
Staer 9,castanului,sector 1,sector 1,bucurești,1
Staer 9,castranova,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,castranova,sector 6,sector 6,bucurești,1
Staer 9,catinei,sector 6,sector 6,bucurești,3
Staer 9,catrunesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cazanului,berceni (ilfov),—,ilfov,1
Staer 9,cazzavillan luiggi,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cd,sector 6,sector 6,bucurești,1
Staer 9,ceahlau,sector 6,sector 6,bucurești,10
Staer 9,ceahlaul,sector 6,sector 6,bucurești,12
Staer 9,ceair,tunari,—,ilfov,1
Staer 9,ceairului,sector 3,sector 3,bucurești,2
Staer 9,cecilia cutescu stork,sector 1,sector 1,bucurești,2
Staer 9,cehlau,sector 6,sector 6,bucurești,1
Staer 9,celofibrei,bragadiru,—,ilfov,2
Staer 9,celofibrei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,centrurii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,centurii,sector 6,sector 6,bucurești,3
Staer 9,ceptura,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,cercetasilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cercului,sector 2,sector 2,bucurești,3
Staer 9,cerna,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cernauti,sector 2,sector 2,bucurești,8
Staer 9,cernisoara,sector 6,sector 6,bucurești,13
Staer 9,cernisoarei,corbeanca,—,ilfov,1
Staer 9,cetatea histria,sector 6,sector 6,bucurești,11
Staer 9,cezar bolliac,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cezarescu economu,sector 6,sector 6,bucurești,1
Staer 9,chibzuintei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,chilia veche,sector 6,sector 6,bucurești,5
Staer 9,chilioara,sector 3,sector 3,bucurești,1
Staer 9,chimirului,domnești,—,ilfov,2
Staer 9,chimirului,sector 5,sector 5,bucurești,3
Staer 9,chirca,măgurele,—,ilfov,1
Staer 9,chiristigiilor,sector 2,sector 2,bucurești,3
Staer 9,cimpul pipera,sector 2,sector 2,bucurești,1
Staer 9,ciocanesti,sector 4,sector 4,bucurești,2
Staer 9,ciocarliei,bragadiru,—,ilfov,1
Staer 9,ciocarliei,clinceni,—,ilfov,8
Staer 9,ciocarliei,corbeanca,—,ilfov,1
Staer 9,ciocarliei,domnești,—,ilfov,2
Staer 9,ciocarliei,sector 2,sector 2,bucurești,2
Staer 9,ciochina,sector 4,sector 4,bucurești,3
Staer 9,ciorogarlei,clinceni,—,ilfov,1
Staer 9,ciorolarlei,clinceni,—,ilfov,1
Staer 9,ciresar,bragadiru,—,ilfov,18
Staer 9,ciresar,cart latin,—,ilfov,1
Staer 9,ciresar,sector 6,sector 6,bucurești,1
Staer 9,ciresari,bragadiru,—,ilfov,4
Staer 9,ciresica,clinceni,—,ilfov,1
Staer 9,ciresoaia,sector 1,sector 1,bucurești,2
Staer 9,ciresului,sector 2,sector 2,bucurești,2
Staer 9,citaci,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,ciurea,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,ciutaci,domnești,—,ilfov,1
Staer 9,clabucet,voluntari–pipera,—,ilfov,4
Staer 9,clejani,sector 5,sector 5,bucurești,2
Staer 9,clinceni,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,clucereasa elena,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cluceru udricani,sector 3,sector 3,bucurești,1
Staer 9,cluj,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 9,coasta magurii,sector 6,sector 6,bucurești,1
Staer 9,cobadim,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cobadin,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 9,cobadin,sector 5,sector 5,bucurești,1
Staer 9,cocorilor,voluntari–pipera,—,ilfov,2
Staer 9,cocorului,pantelimon,—,ilfov,1
Staer 9,codri cosminului,pantelimon,—,ilfov,1
Staer 9,codrii cosminului,snagov,—,ilfov,2
Staer 9,codrii neamtului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,codrului,bragadiru,—,ilfov,1
Staer 9,codrului,buftea,—,ilfov,1
Staer 9,codrului,măgurele,—,ilfov,1
Staer 9,codrului,tunari,—,ilfov,3
Staer 9,col infinitului,sector 6,sector 6,bucurești,1
Staer 9,col iosif albu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,col iosif albu,sector 3,sector 3,bucurești,2
Staer 9,col luca craioveanu,sector 5,sector 5,bucurești,1
Staer 9,col stefan stoika,sector 1,sector 1,bucurești,1
Staer 9,colinei,bragadiru,—,ilfov,2
Staer 9,colnicului,sector 4,sector 4,bucurești,1
Staer 9,colonel iosif albu,sector 3,sector 3,bucurești,1
Staer 9,comana,sector 1,sector 1,bucurești,1
Staer 9,comandor eugen botez,sector 2,sector 2,bucurești,1
Staer 9,comarnic,sector 2,sector 2,bucurești,1
Staer 9,combustibilului,vidra,—,ilfov,1
Staer 9,complex h,voluntari–pipera,—,ilfov,1
Staer 9,complex olimpic,ciolpani,—,ilfov,1
Staer 9,complex platani rezidence,dobroești,—,ilfov,1
Staer 9,complex rezid olteni,domnești,—,ilfov,1
Staer 9,concordiei,sector 4,sector 4,bucurești,1
Staer 9,condorului,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,condorului,sector 5,sector 5,bucurești,1
Staer 9,consecventei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,const brancoveanu,otopeni,—,ilfov,2
Staer 9,const marinescu,sector 5,sector 5,bucurești,1
Staer 9,const radulescu motru,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,const titel petrescu,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 9,const titel petrescu,sector 6,sector 6,bucurești,1
Staer 9,constantin aricescu,sector 1,sector 1,bucurești,1
Staer 9,constantin brancoveanu,otopeni,—,ilfov,3
Staer 9,constantin brancoveanu,sector 4,sector 4,bucurești,5
Staer 9,constantin caracas,sector 1,sector 1,bucurești,1
Staer 9,constantin godeanu( trusesti 45),sector 1,sector 1,bucurești,1
Staer 9,constantin marinescu,sector 5,sector 5,bucurești,1
Staer 9,constantin mille,sector 1,sector 1,bucurești,1
Staer 9,constantin moise,sector 6,sector 6,bucurești,9
Staer 9,constantin musat,sector 5,sector 5,bucurești,1
Staer 9,constantin niculescu,sector 5,sector 5,bucurești,1
Staer 9,constantin radulescu motru,sector 4,sector 4,bucurești,3
Staer 9,constantin stere,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,constantin stere,sector 1,sector 1,bucurești,1
Staer 9,constantin voda,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,constantinmoise,sector 6,sector 6,bucurești,1
Staer 9,constructorului,crevedia darza,—,ilfov,1
Staer 9,contesti,sector 5,sector 5,bucurești,2
Staer 9,cooperatiei,sector 5,sector 5,bucurești,1
Staer 9,cooperativei,sector 5,sector 5,bucurești,5
Staer 9,cooperativei,sector 6,sector 6,bucurești,2
Staer 9,copacului,sector 6,sector 6,bucurești,3
Staer 9,copsa mica,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,corabia,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,coralilor,sector 1,sector 1,bucurești,1
Staer 9,coralului,bragadiru,—,ilfov,18
Staer 9,coralului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,corbilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,corbita,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,coriolan caius marcius,sector 1,sector 1,bucurești,1
Staer 9,cornatel,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,corneliu coposu,pantelimon,—,ilfov,1
Staer 9,corneliu coposu,sector 3,sector 3,bucurești,4
Staer 9,cornetului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cornului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,corvaris,popești-leordeni,—,ilfov,1
Staer 9,cosarnei,snagov,—,ilfov,1
Staer 9,cosmesti,sector 6,sector 6,bucurești,1
Staer 9,cosmopolis,ștefăneștii de jos,—,ilfov,2
Staer 9,cosntantin moise,sector 6,sector 6,bucurești,1
Staer 9,costache aristia,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,costache aristia,sector 6,sector 6,bucurești,1
Staer 9,costache conachi,sector 2,sector 2,bucurești,3
Staer 9,costache negrii,sector 5,sector 5,bucurești,1
Staer 9,costache stamate,sector 4,sector 4,bucurești,1
Staer 9,costin nenitescu,sector 6,sector 6,bucurești,1
Staer 9,costisa,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cotesti,sector 1,sector 1,bucurești,4
Staer 9,cotnari,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cotofenei,pantelimon,—,ilfov,1
Staer 9,cozieni,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cozla,sector 3,sector 3,bucurești,3
Staer 9,cp garbea ion,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cpt garbea ion,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,cpt ionescu ion,chiajna–roșu–dudu,—,ilfov,1
Staer 9,cpt nicolae licaret,sector 3,sector 3,bucurești,1
Staer 9,craisorului,sector 5,sector 5,bucurești,3
Staer 9,craitei,domnești,—,ilfov,2
Staer 9,craitelor,adunatii copacceni,—,ilfov,1
Staer 9,crangasi,sector 6,sector 6,bucurești,3
Staer 9,crangului,sat manolache,—,ilfov,1
Staer 9,crapului,sector 2,sector 2,bucurești,1
Staer 9,crasna,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cremenita,sector 2,sector 2,bucurești,8
Staer 9,crengutei,domnești,—,ilfov,5
Staer 9,cricov,sector 1,sector 1,bucurești,1
Staer 9,crinilor,balotești,—,ilfov,2
Staer 9,crinilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,crintiesului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,crinului,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,crinului,chiajna–roșu–dudu,—,ilfov,5
Staer 9,crinului,ciorogirla,—,ilfov,1
Staer 9,crinului,ciorogârla,—,ilfov,3
Staer 9,crinului,corbeanca,—,ilfov,1
Staer 9,crinului,cornetu,—,ilfov,4
Staer 9,crinului,mogoșoaia,—,ilfov,3
Staer 9,crinului,sector 1,sector 1,bucurești,1
Staer 9,crisan,buftea,—,ilfov,1
Staer 9,crisan,chitila,—,ilfov,1
Staer 9,crisana,sector 1,sector 1,bucurești,2
Staer 9,cristalului,bragadiru,—,ilfov,2
Staer 9,cristea mateescu,sector 2,sector 2,bucurești,5
Staer 9,cristescu dima,sector 2,sector 2,bucurești,2
Staer 9,cristian tell,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,crisu repede,bragadiru,—,ilfov,6
Staer 9,crisul repede,bragdiru,—,ilfov,1
Staer 9,crisul repede,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,crisul repede,sector 6,sector 6,bucurești,1
Staer 9,crisul repede;inters cu str plevnei,bragadiru,—,ilfov,1
Staer 9,crisului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,criszantemelor,cornetu,—,ilfov,1
Staer 9,crivatului,sector 3,sector 3,bucurești,1
Staer 9,crizantemelor,chiajna–roșu–dudu,—,ilfov,1
Staer 9,crizantemelor,clinceni,—,ilfov,1
Staer 9,crizantemelor,cornetu,—,ilfov,2
Staer 9,crizantemelor,domnești,—,ilfov,1
Staer 9,crizantemelor,dragomirești,—,ilfov,4
Staer 9,crizantemelor,măgurele,—,ilfov,2
Staer 9,crizantemelor,snagov,—,ilfov,1
Staer 9,croitoru vasile,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,crusovat,sector 1,sector 1,bucurești,1
Staer 9,ctin titel petrescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cu russo,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,cu russo,periș,—,ilfov,1
Staer 9,cuiului,sector 2,sector 2,bucurești,3
Staer 9,curmalilor,pantelimon,—,ilfov,1
Staer 9,curtea de arges,sector 5,sector 5,bucurești,1
Staer 9,curtea domneasca,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,curtea domneasca,domnești,—,ilfov,1
Staer 9,curtisoara,sector 1,sector 1,bucurești,1
Staer 9,cutieru alexandru,sector 6,sector 6,bucurești,1
Staer 9,cuza voda,dobroești,—,ilfov,1
Staer 9,dacia,ciorogârla,—,ilfov,1
Staer 9,daeni,sector 1,sector 1,bucurești,1
Staer 9,daliei,chiajna–roșu–dudu,—,ilfov,1
Staer 9,daliei,dragomirești,—,ilfov,2
Staer 9,daliilor,pantelimon,—,ilfov,1
Staer 9,dambovita,sector 6,sector 6,bucurești,6
Staer 9,dambovita,voluntari–pipera,—,ilfov,1
Staer 9,dambovitei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dambovitei,sector 6,sector 6,bucurești,1
Staer 9,daniel danielopolu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dantelei,bragadiru,—,ilfov,2
Staer 9,dantelei,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,dantelei,sector 5,sector 5,bucurești,5
Staer 9,dantelei,sector 6,sector 6,bucurești,1
Staer 9,danubiu,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,danubiu,sector 3,sector 3,bucurești,2
Staer 9,danubiu,sector 6,sector 6,bucurești,1
Staer 9,dascalul gheorghe,dobroești,—,ilfov,1
Staer 9,dascalului,sector 2,sector 2,bucurești,1
Staer 9,de fermei,popești-leordeni,—,ilfov,1
Staer 9,deal,măgurele,—,ilfov,5
Staer 9,dealu bradului,sector 4,sector 4,bucurești,1
Staer 9,dealu tugulea,sector 6,sector 6,bucurești,1
Staer 9,dealul bradul?ui,sector 4,sector 4,bucurești,1
Staer 9,dealul negru,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dealul negru,sector 1,sector 1,bucurești,1
Staer 9,dealul tugulea,sector 6,sector 6,bucurești,11
Staer 9,dealului,sector 6,sector 6,bucurești,1
Staer 9,decebal,cernica,—,ilfov,1
Staer 9,declamarii,sector 2,sector 2,bucurești,1
Staer 9,dej,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dej,chitila,—,ilfov,1
Staer 9,dej,sector 1,sector 1,bucurești,1
Staer 9,delea noua,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,delea noua,sector 3,sector 3,bucurești,1
Staer 9,delea veche,sector 2,sector 2,bucurești,2
Staer 9,delfinului,sector 2,sector 2,bucurești,6
Staer 9,delurei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,delureni,sector 5,sector 5,bucurești,2
Staer 9,demnitatii,bragadiru,—,ilfov,1
Staer 9,denta,sector 6,sector 6,bucurești,1
Staer 9,deszobirii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dezdrobirii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dezrobirii,bragadiru,—,ilfov,1
Staer 9,dezrobirii,sector 6,sector 6,bucurești,17
Staer 9,dezrobiriii,glina,—,ilfov,1
Staer 9,dg major cara anghel,sector 6,sector 6,bucurești,1
Staer 9,diamantului,bragadiru,—,ilfov,26
Staer 9,diamantului,domnești,—,ilfov,1
Staer 9,diamantului,sector 1,sector 1,bucurești,1
Staer 9,diana,domnești,—,ilfov,1
Staer 9,diditel,sector 4,sector 4,bucurești,1
Staer 9,digului,balotești,—,ilfov,1
Staer 9,dimieni,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dimitrie anghel,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,dimitrie cantemir,ciofliceni,—,ilfov,1
Staer 9,dimitrie cantemir,pantelimon,—,ilfov,1
Staer 9,dimitrie gorgona,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dimitrie gorgona,sector 5,sector 5,bucurești,1
Staer 9,dimitrie grecescu,sector 5,sector 5,bucurești,1
Staer 9,dimitrie leonida,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dimitrie marinescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dimitrie marinescu,sector 2,sector 2,bucurești,1
Staer 9,dinionisie lupu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dinu pestritu,voluntari–pipera,—,ilfov,1
Staer 9,dinu vintila,sector 2,sector 2,bucurești,4
Staer 9,dirijorului,sector 1,sector 1,bucurești,1
Staer 9,dna ghica,sector 2,sector 2,bucurești,4
Staer 9,doamnei,domnersti,—,ilfov,1
Staer 9,dobreni,sector 6,sector 6,bucurești,3
Staer 9,dobrogeanu gherea,pantelimon,—,ilfov,1
Staer 9,dobrun,sector 5,sector 5,bucurești,5
Staer 9,doctor lister,sector 5,sector 5,bucurești,1
Staer 9,doftaniei,sector 6,sector 6,bucurești,1
Staer 9,doicesti,voluntari–pipera,—,ilfov,1
Staer 9,doina,sector 5,sector 5,bucurești,2
Staer 9,doinei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,doinei,dobroești,—,ilfov,2
Staer 9,doinei,dobroioesti,—,ilfov,1
Staer 9,doinei,fundeni,—,ilfov,2
Staer 9,doinei,ștefăneștii de jos,—,ilfov,1
Staer 9,dold modoran ene,sector 5,sector 5,bucurești,1
Staer 9,doldat croitoru vasile,sector 5,sector 5,bucurești,1
Staer 9,dolomitului,sector 1,sector 1,bucurești,1
